Sentence	Source	Additional rationale for open license	Sentence Quality Assurance Feedback (optional) O = satisfactory sentence, X = unsatisfactory sentence
這個發言違反規範	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
建議發言者刪除	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可以一起看	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
啾啾鞋講維基	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
錯用維基稱呼維基百科	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
在台灣有一種名詞	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
圖利他人	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
會讓院長變成調查對象	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
貪污的調查對象	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我記得十多年前	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
殷琦當高鐵董事長	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有一小段訪問	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
他說的話讓我記憶深刻	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
這件事情是	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
一個很奇怪的觀念	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
難道不是一件好事情嗎？	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
為什麼在台灣	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
就會變成都是壞事情	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有點好奇	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
現在比較像繼承人	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
候選原因	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
他現在是市佔率最高的	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
很多只有自己才有	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
網頁不正常	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
在其他瀏覽器不正常	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
開發者會怪其他瀏覽器	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
在蘋果電腦上	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
當作預設瀏覽器	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
找到一些範例程式碼	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
卻無法正常運作	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
最多也就十五趴吧	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
不可能有工程師	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
最近電腦版的賴	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
會提示我	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
明天是朋友的生日	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
為什麼要有這個功能呢？	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我們是通訊軟體	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
不是社交軟體	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
看到社交都是誤會	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
那只是一個日期	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
跟社交無關	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
這是一份名單	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
依據國際智庫排行	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
已查找出基本資訊	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
視訊服務的	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
也期間免費	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
到六月三十日	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
這個頻寬應該很威吧	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
綜合三種口味一次滿足	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
讓第一次嚐鮮的你	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
竟然有麵包蟲零嘴	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
能通過食藥署的規範嗎？	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
歐盟那邊	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有餐廳要推出	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
麵包蟲料理	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
好像流程都超麻煩的	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
但是滿期待吃蟲	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
我記得有一年	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
是昆蟲大餐	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
台灣昆蟲年會	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
研討會的下午茶	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
新用法	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
剛剛跟朋友唱歌	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有點好玩	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
有提到上線人數嗎	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
網路上好像看到	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
超過三五個	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
就會陸續有問題	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
三十四人	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
好像會偶爾被踢出去	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
上次測試	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
覺得二十人就卡卡了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
全世界唸公衛的人	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可惜不能註冊	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
似乎沒有資格限制	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可以來一個	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
各國防疫措施共筆	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
在什麼疫情進展下	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
會採取什麼手段	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
就跟美國退出一樣	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
日本自己搞一個	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
就變成新的了	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
各國退出也是	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
各自雙邊協商的時代	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
可以自己搞一個研討會	moztw/cc0-sentences https://github.com/moztw/cc0-sentences/pull/31/files#diff-7d5d91980665a7504aa093233ff75a3e25efefe6abb6dd5f816e690d4b16854c	Retrived from g0v-tw.slack.com #rand0m, licensed under CC0.	O
